"STATION","NAME","DATE","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS"
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-04-18","0.28","0.0","0.0","57","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-04-19","0.51","0.0","0.0","57","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-04-20","0.06","0.0","0.0","60","49",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-04-21","0.00","0.0","0.0","76","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-04-22","0.00","0.0","0.0","83","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-04-23","0.00","0.0","0.0","84","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-04-24","0.00","0.0","0.0","64","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-04-25","0.17","0.0","0.0","68","51",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-04-26","0.26","0.0","0.0","60","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-04-27","0.02","0.0","0.0","57","42",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-04-28","0.00","0.0","0.0","64","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-04-29","0.13","0.0","0.0","67","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-04-30","0.22","0.0","0.0","60","44",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-01","0.13","0.0","0.0","54","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-02","0.13","0.0","0.0","58","42",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-03","0.82","0.0","0.0","59","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-04","0.45","0.0","0.0","55","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-05","0.00","0.0","0.0","55","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-06","0.00","0.0","0.0","71","39",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-07","0.00","0.0","0.0","81","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-08","0.00","0.0","0.0","75","49",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-09","0.00","0.0","0.0","63","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-10","0.00","0.0","0.0","63","36",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-11","0.00","0.0","0.0","76","36",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-12","0.00","0.0","0.0","83","44",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-13","0.00","0.0","0.0","89","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-14","0.00","0.0","0.0","89","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-15","0.00","0.0","0.0","79","51",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-16","0.00","0.0","0.0","76","49",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-17","0.00","0.0","0.0","69","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-18","0.00","0.0","0.0","66","44",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-19","0.00","0.0","0.0","70","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-20","0.09","0.0","0.0","65","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-21","0.49","0.0","0.0","61","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-22","0.24","0.0","0.0","59","49",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-23","0.04","0.0","0.0","61","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-24","0.73","0.0","0.0","62","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-25","0.27","0.0","0.0","72","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-26","0.38","0.0","0.0","66","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-27","0.00","0.0","0.0","64","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-28","0.00","0.0","0.0","62","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-29","0.00","0.0","0.0","67","47",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-30","0.00","0.0","0.0","74","51",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-05-31","0.03","0.0","0.0","70","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-01","0.16","0.0","0.0","75","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-02","0.05","0.0","0.0","67","51",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-03","0.02","0.0","0.0","64","46",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-04","0.72","0.0","0.0","61","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-05","0.21","0.0","0.0","66","47",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-06","0.00","0.0","0.0","67","46",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-07","0.53","0.0","0.0","66","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-08","0.38","0.0","0.0","57","46",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-09","0.00","0.0","0.0","65","46",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-10","0.00","0.0","0.0","70","44",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-11","0.00","0.0","0.0","77","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-12","0.16","0.0","0.0","66","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-13","0.00","0.0","0.0","66","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-14","0.00","0.0","0.0","70","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-15","0.00","0.0","0.0","81","46",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-16","0.00","0.0","0.0","85","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-17","0.00","0.0","0.0","73","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-18","0.33","0.0","0.0","64","51",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-19","0.09","0.0","0.0","64","51",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-20","0.00","0.0","0.0","82","47",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-21","0.00","0.0","0.0","82","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-22","0.04","0.0","0.0","66","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-23","0.52","0.0","0.0","66","51",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-24","0.15","0.0","0.0","69","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-25","0.00","0.0","0.0","66","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-26","1.27","0.0","0.0","64","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-27","0.00","0.0","0.0","78","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-28","0.00","0.0","0.0","76","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-29","0.00","0.0","0.0","76","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-06-30","0.31","0.0","0.0","72","60",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-01","0.08","0.0","0.0","67","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-02","0.03","0.0","0.0","73","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-03","0.01","0.0","0.0","69","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-04","0.00","0.0","0.0","76","46",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-05","0.00","0.0","0.0","82","49",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-06","0.00","0.0","0.0","83","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-07","0.00","0.0","0.0","87","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-08","0.00","0.0","0.0","89","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-09","0.00","0.0","0.0","83","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-10","0.00","0.0","0.0","83","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-11","0.00","0.0","0.0","87","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-12","0.00","0.0","0.0","84","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-13","0.00","0.0","0.0","80","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-14","0.00","0.0","0.0","82","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-15","0.25","0.0","0.0","70","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-16","0.00","0.0","0.0","81","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-17","0.00","0.0","0.0","81","63",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-18","0.00","0.0","0.0","72","62",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-19","0.09","0.0","0.0","80","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-20","0.04","0.0","0.0","71","60",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-21","0.00","0.0","0.0","81","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-22","0.00","0.0","0.0","70","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-23","0.00","0.0","0.0","72","49",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-24","0.00","0.0","0.0","82","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-25","0.00","0.0","0.0","87","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-26","0.00","0.0","0.0","84","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-27","0.00","0.0","0.0","71","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-28","0.00","0.0","0.0","79","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-29","0.00","0.0","0.0","76","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-30","0.00","0.0","0.0","74","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-07-31","0.00","0.0","0.0","79","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-01","0.00","0.0","0.0","79","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-02","0.00","0.0","0.0","77","62",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-03","0.00","0.0","0.0","90","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-04","0.00","0.0","0.0","100","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-05","0.00","0.0","0.0","93","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-06","0.00","0.0","0.0","91","65",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-07","0.00","0.0","0.0","80","62",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-08","0.00","0.0","0.0","76","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-09","0.00","0.0","0.0","81","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-10","0.00","0.0","0.0","80","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-11","0.00","0.0","0.0","87","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-12","0.00","0.0","0.0","94","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-13","0.00","0.0","0.0","91","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-14","0.00","0.0","0.0","89","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-15","0.00","0.0","0.0","97","62",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-16","0.00","0.0","0.0","100","62",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-17","0.00","0.0","0.0","98","63",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-18","0.00","0.0","0.0","78","60",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-19","0.00","0.0","0.0","77","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-20","0.00","0.0","0.0","79","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-21","0.00","0.0","0.0","76","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-22","0.00","0.0","0.0","76","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-23","0.00","0.0","0.0","73","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-24","0.00","0.0","0.0","78","47",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-25","0.00","0.0","0.0","85","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-26","0.00","0.0","0.0","76","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-27","0.00","0.0","0.0","78","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-28","0.00","0.0","0.0","78","58",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-29","0.00","0.0","0.0","76","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-30","0.00","0.0","0.0","79","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-08-31","0.00","0.0","0.0","76","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-01","0.00","0.0","0.0","76","49",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-02","0.00","0.0","0.0","77","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-03","0.00","0.0","0.0","79","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-04","0.00","0.0","0.0","85","51",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-05","0.00","0.0","0.0","87","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-06","0.00","0.0","0.0","89","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-07","0.00","0.0","0.0","92","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-08","0.00","0.0","0.0","81","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-09","0.00","0.0","0.0","69","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-10","0.07","0.0","0.0","69","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-11","0.00","0.0","0.0","74","46",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-12","0.00","0.0","0.0","82","46",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-13","0.00","0.0","0.0","86","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-14","0.00","0.0","0.0","88","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-15","0.00","0.0","0.0","82","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-16","0.00","0.0","0.0","82","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-17","0.00","0.0","0.0","89","51",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-18","0.00","0.0","0.0","88","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-19","0.00","0.0","0.0","71","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-20","0.00","0.0","0.0","61","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-21","0.01","0.0","0.0","63","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-22","0.00","0.0","0.0","72","51",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-23","0.00","0.0","0.0","70","47",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-24","0.00","0.0","0.0","73","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-25","0.00","0.0","0.0","72","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-26","0.00","0.0","0.0","73","49",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-27","0.00","0.0","0.0","81","49",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-28","0.00",,,"81","57",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-29","0.00","0.0","0.0","75","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-09-30","0.00","0.0","0.0","75","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-01","0.00","0.0","0.0","82","47",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-02","0.00","0.0","0.0","70","49",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-03","0.00","0.0","0.0","68","42",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-04","0.00","0.0","0.0","72","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-05","0.00","0.0","0.0","71","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-06","0.00","0.0","0.0","74","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-07","0.00","0.0","0.0","77","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-08","0.00","0.0","0.0","71","40",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-09","0.00","0.0","0.0","67","44",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-10","0.00","0.0","0.0","67","44",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-11","0.00","0.0","0.0","66","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-12","1.14","0.0","0.0","54","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-13","0.01","0.0","0.0","63","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-14","0.45","0.0","0.0","66","54",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-15","0.59","0.0","0.0","65","59",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-16","0.04","0.0","0.0","64","44",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-17","0.00","0.0","0.0","62","42",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-18","0.06","0.0","0.0","68","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-19","0.61","0.0","0.0","60","50",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-20","0.29","0.0","0.0","52","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-21","0.02","0.0","0.0","54","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-22","0.47","0.0","0.0","51","40",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-23","0.26","0.0","0.0","53","39",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-24","0.17","0.0","0.0","54","44",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-25","0.01","0.0","0.0","56","42",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-26","0.05","0.0","0.0","54","46",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-27","0.68","0.0","0.0","60","47",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-28","0.88","0.0","0.0","61","55",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-29","0.40","0.0","0.0","66","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-30","0.53","0.0","0.0","60","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-10-31","0.35","0.0","0.0","58","53",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-01","0.30","0.0","0.0","61","51",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-02","0.16","0.0","0.0","63","48",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-03","0.26","0.0","0.0","62","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-04","0.02","0.0","0.0","65","56",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-05","0.10","0.0","0.0","64","52",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-06","0.20","0.0","0.0","58","51",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-07","0.00","0.0","0.0","57","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-08","0.00","0.0","0.0","51","39",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-09","0.00","0.0","0.0","47","38",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-10","0.00","0.0","0.0","45","36",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-11","0.56","0.0","0.0","45","39",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-12","0.77","0.0","0.0","47","42",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-13","0.01","0.0","0.0","54","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-14","0.00","0.0","0.0","57","42",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-15","0.00","0.0","0.0","53","39",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-16","0.00","0.0","0.0","50","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-17","0.78","0.0","0.0","48","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-18","0.53","0.0","0.0","54","43",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-19","2.27","0.0","0.0","59","51",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-20","0.62","0.0","0.0","57","47",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-21","0.28","0.0","0.0","49","36",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-22","0.00","0.0","0.0","48","33",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-23","1.29","0.0","0.0","51","42",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-24","0.28","0.0","0.0","51","38",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-25","0.00","0.0","0.0","46","37",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-26","0.00","0.0","0.0","49","39",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-27","0.00","0.0","0.0","46","36",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-28","0.06","0.0","0.0","43","40",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-29","0.30","0.0","0.0","44","40",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-11-30","0.57","0.0","0.0","60","42",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-01","0.53","0.0","0.0","54","46",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-02","0.37","0.0","0.0","51","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-03","0.30","0.0","0.0","54","47",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-04","1.28","0.0","0.0","56","46",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-05","0.01","0.0","0.0","51","39",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-06","0.01","0.0","0.0","49","37",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-07","0.10","0.0","0.0","48","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-08","0.13","0.0","0.0","46","38",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-09","0.13","0.0","0.0","46","39",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-10","0.00","0.0","0.0","52","45",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-11","0.21","0.0","0.0","46","42",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-12","0.25","0.0","0.0","46","41",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-13","0.00","0.0","0.0","48","38",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-14","0.33","0.0","0.0","44","35",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-15","0.35","0.0",,"39","34",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-16","0.87","0.0","0.0","49","39",
"USC00356750","PORTLAND WEATHER FORECAST OFFICE, OR US","2012-12-17","0.23","0.0","0.0","48","35",
